,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,reserved_room_type,customer_type,adr,total_of_special_requests,date
25415,Resort Hotel,23,2017,6,23,10,0,1,2,BB,PRT,Online TA,A,Transient,154.0,1,2017-06-10
25416,Resort Hotel,45,2017,6,23,9,0,2,2,HB,PRT,Online TA,A,Transient-Party,172.0,0,2017-06-09
25417,Resort Hotel,58,2017,6,23,9,0,2,2,BB,GBR,Offline TA/TO,D,Contract,76.0,2,2017-06-09
25418,Resort Hotel,320,2017,6,23,4,2,5,2,BB,IRL,Direct,A,Transient,60.43,0,2017-06-04
25419,Resort Hotel,10,2017,6,23,10,0,1,2,HB,MDV,Direct,A,Transient,192.0,1,2017-06-10
25420,Resort Hotel,39,2017,6,23,4,2,5,2,HB,BEL,Offline TA/TO,A,Group,95.0,0,2017-06-04
25421,Resort Hotel,129,2017,6,23,4,2,5,2,BB,IRL,Online TA,C,Transient-Party,108.56,2,2017-06-04
25422,Resort Hotel,21,2017,6,23,9,0,2,2,BB,ESP,Online TA,A,Transient-Party,126.0,1,2017-06-09
25423,Resort Hotel,21,2017,6,23,9,0,2,2,BB,ESP,Online TA,A,Transient-Party,126.0,1,2017-06-09
25424,Resort Hotel,3,2017,6,23,9,0,2,2,BB,ROU,Direct,C,Transient,182.0,0,2017-06-09
25425,Resort Hotel,32,2017,6,23,8,1,3,2,BB,GBR,Online TA,A,Transient,166.75,1,2017-06-08
25426,Resort Hotel,32,2017,6,23,8,1,3,2,BB,GBR,Online TA,A,Transient,142.0,2,2017-06-08
25427,Resort Hotel,290,2017,5,22,29,4,10,1,BB,GBR,Offline TA/TO,A,Contract,51.95,0,2017-05-29
25428,Resort Hotel,290,2017,5,22,29,4,10,2,BB,GBR,Offline TA/TO,E,Transient,85.7,0,2017-05-29
25429,Resort Hotel,108,2017,6,23,9,1,2,2,BB,ESP,Online TA,E,Transient,164.0,0,2017-06-09
25430,Resort Hotel,18,2017,6,23,9,1,2,2,BB,GBR,Offline TA/TO,A,Contract,63.0,0,2017-06-09
25431,Resort Hotel,18,2017,6,23,9,1,2,2,BB,GBR,Offline TA/TO,A,Contract,73.0,0,2017-06-09
25432,Resort Hotel,41,2017,6,23,9,1,2,2,BB,FRA,Online TA,A,Transient,136.67,0,2017-06-09
25433,Resort Hotel,27,2017,6,23,10,1,1,2,HB,PRT,Online TA,A,Transient,186.0,3,2017-06-10
25434,Resort Hotel,33,2017,6,23,7,1,4,2,BB,BRA,Online TA,A,Transient,112.0,1,2017-06-07
25435,Resort Hotel,85,2017,6,23,9,1,2,2,BB,FRA,Online TA,E,Transient,150.0,2,2017-06-09
25436,Resort Hotel,38,2017,6,23,10,1,1,2,HB,PRT,Direct,A,Transient,160.25,0,2017-06-10
25437,Resort Hotel,42,2017,6,23,5,2,5,2,BB,BEL,Online TA,H,Transient,230.0,0,2017-06-05
25438,Resort Hotel,2,2017,6,23,10,1,1,1,BB,PRT,Direct,A,Transient,94.0,0,2017-06-10
25439,Resort Hotel,0,2017,6,23,8,1,3,2,BB,DEU,Online TA,A,Transient,87.19,0,2017-06-08
25440,Resort Hotel,15,2017,6,23,9,1,2,2,BB,ARG,Online TA,D,Transient,153.5,0,2017-06-09
25441,Resort Hotel,344,2017,6,22,1,3,8,2,BB,GBR,Offline TA/TO,D,Contract,70.4,0,2017-06-01
25442,Resort Hotel,23,2017,6,23,9,1,2,2,HB,GBR,Online TA,D,Transient,142.12,1,2017-06-09
25443,Resort Hotel,321,2017,6,23,5,2,5,2,BB,IRL,Online TA,A,Transient-Party,100.92,3,2017-06-05
25444,Resort Hotel,23,2017,6,23,9,1,2,1,HB,GBR,Online TA,D,Transient,156.12,1,2017-06-09
25445,Resort Hotel,61,2017,6,23,5,2,5,2,BB,IRL,Online TA,A,Transient-Party,99.25,2,2017-06-05
25446,Resort Hotel,65,2017,6,23,10,1,1,2,BB,CHE,Online TA,A,Transient,140.0,2,2017-06-10
25447,Resort Hotel,75,2017,6,23,7,1,4,2,BB,NLD,Online TA,A,Transient,98.0,1,2017-06-07
25448,Resort Hotel,321,2017,6,23,5,2,5,2,BB,IRL,Online TA,A,Transient-Party,80.46,1,2017-06-05
25449,Resort Hotel,20,2017,6,24,11,1,0,2,BB,DEU,Offline TA/TO,A,Transient,66.0,0,2017-06-11
25450,Resort Hotel,16,2017,6,23,9,1,2,2,BB,PRT,Online TA,E,Transient,170.0,1,2017-06-09
25451,Resort Hotel,19,2017,6,22,2,3,7,2,HB,RUS,Online TA,C,Transient,172.8,1,2017-06-02
25452,Resort Hotel,32,2017,6,23,6,2,5,2,HB,BEL,Offline TA/TO,A,Transient,93.0,1,2017-06-06
25453,Resort Hotel,168,2017,6,23,5,3,5,2,BB,IRL,Online TA,E,Transient,141.5,2,2017-06-05
25454,Resort Hotel,228,2017,6,23,6,2,5,2,BB,GBR,Offline TA/TO,E,Group,87.13,0,2017-06-06
25455,Resort Hotel,117,2017,6,23,8,2,3,2,BB,GBR,Online TA,E,Transient,102.41,0,2017-06-08
25456,Resort Hotel,210,2017,6,22,3,4,6,2,HB,GBR,Offline TA/TO,D,Contract,100.4,0,2017-06-03
25457,Resort Hotel,84,2017,6,23,10,2,1,2,BB,FRA,Direct,D,Transient,140.0,3,2017-06-10
25458,Resort Hotel,291,2017,6,23,6,2,5,2,BB,IRL,Offline TA/TO,E,Transient,85.7,0,2017-06-06
25459,Resort Hotel,300,2017,6,23,6,2,5,2,BB,GBR,Offline TA/TO,E,Transient,85.7,1,2017-06-06
25460,Resort Hotel,210,2017,6,22,3,4,6,2,BB,GBR,Offline TA/TO,D,Contract,68.4,0,2017-06-03
25461,Resort Hotel,8,2017,6,23,7,2,4,2,HB,GBR,Online TA,F,Transient,168.72,1,2017-06-07
25462,Resort Hotel,259,2017,6,23,6,2,5,2,HB,IRL,Offline TA/TO,D,Transient,97.4,0,2017-06-06
25463,Resort Hotel,21,2017,6,23,8,2,3,2,BB,IRL,Online TA,A,Transient,140.0,2,2017-06-08
25464,Resort Hotel,101,2017,6,23,10,2,1,2,BB,CHE,Online TA,E,Transient,166.0,0,2017-06-10
25465,Resort Hotel,15,2017,6,24,11,2,0,2,HB,ESP,Direct,D,Transient,196.0,0,2017-06-11
25466,Resort Hotel,157,2017,6,23,8,2,3,3,BB,AUT,Online TA,H,Transient,197.6,0,2017-06-08
25467,Resort Hotel,8,2017,6,24,11,2,0,2,BB,BRA,Online TA,D,Transient,124.0,2,2017-06-11
25468,Resort Hotel,1,2017,6,24,11,2,0,2,HB,PRT,Online TA,A,Transient,201.0,1,2017-06-11
25469,Resort Hotel,111,2017,6,24,11,2,0,2,BB,AUS,Online TA,E,Transient,114.0,1,2017-06-11
25470,Resort Hotel,248,2017,6,24,11,2,0,2,BB,FRA,Offline TA/TO,A,Transient,59.4,0,2017-06-11
25471,Resort Hotel,0,2017,6,23,10,2,1,2,BB,PRT,Direct,A,Transient,167.0,0,2017-06-10
25472,Resort Hotel,26,2017,6,23,10,2,1,2,BB,ARG,Online TA,A,Transient,140.0,1,2017-06-10
25473,Resort Hotel,79,2017,6,22,3,4,6,3,HB,SWE,Online TA,H,Transient,258.0,0,2017-06-03
25474,Resort Hotel,1,2017,6,24,12,1,1,1,BB,NLD,Direct,A,Transient,149.0,0,2017-06-12
25475,Resort Hotel,0,2017,6,24,12,1,1,1,BB,NLD,Direct,A,Transient,135.0,0,2017-06-12
25476,Resort Hotel,169,2017,6,23,7,2,5,2,BB,GBR,Online TA,D,Transient,92.0,1,2017-06-07
25477,Resort Hotel,159,2017,6,23,7,2,5,2,BB,GBR,Offline TA/TO,A,Contract,56.7,0,2017-06-07
25478,Resort Hotel,310,2017,6,23,4,4,6,2,BB,GBR,Offline TA/TO,A,Contract,58.7,1,2017-06-04
25479,Resort Hotel,236,2017,6,23,4,4,6,2,HB,GBR,Offline TA/TO,D,Contract,100.4,0,2017-06-04
25480,Resort Hotel,100,2017,6,23,10,2,2,2,BB,CHE,Direct,E,Transient,132.5,1,2017-06-10
25481,Resort Hotel,21,2017,6,24,13,0,1,2,BB,USA,Online TA,A,Transient,140.0,1,2017-06-13
25482,Resort Hotel,104,2017,6,24,12,1,1,2,BB,CN,Online TA,A,Transient,110.0,1,2017-06-12
25483,Resort Hotel,247,2017,6,23,7,2,5,2,BB,IRL,Direct,F,Transient,104.17,1,2017-06-07
25484,Resort Hotel,79,2017,6,24,11,2,1,2,BB,ITA,Direct,F,Transient,193.0,0,2017-06-11
25485,Resort Hotel,137,2017,6,23,4,4,6,2,HB,GBR,Online TA,G,Transient,175.56,1,2017-06-04
25486,Resort Hotel,310,2017,6,23,4,4,6,2,BB,GBR,Offline TA/TO,A,Contract,56.7,1,2017-06-04
25487,Resort Hotel,82,2017,6,24,12,1,1,2,BB,ITA,Online TA,A,Transient,120.0,0,2017-06-12
25488,Resort Hotel,21,2017,6,23,10,2,2,2,BB,IRL,Online TA,A,Transient,165.0,0,2017-06-10
25489,Resort Hotel,149,2017,6,23,4,4,6,2,HB,GBR,Online TA,E,Transient,115.4,0,2017-06-04
25490,Resort Hotel,3,2017,6,23,8,2,5,2,HB,BEL,Offline TA/TO,A,Transient,95.0,0,2017-06-08
25491,Resort Hotel,82,2017,6,23,8,2,5,2,BB,AUT,Online TA,E,Transient,152.0,1,2017-06-08
25492,Resort Hotel,188,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,65.0,0,2017-06-11
25493,Resort Hotel,255,2017,6,23,5,3,7,2,HB,GBR,Offline TA/TO,D,Contract,98.4,0,2017-06-05
25494,Resort Hotel,330,2017,6,23,8,2,5,2,HB,GBR,Offline TA/TO,A,Contract,86.7,0,2017-06-08
25495,Resort Hotel,255,2017,6,23,5,3,7,2,HB,GBR,Offline TA/TO,D,Contract,98.4,0,2017-06-05
25496,Resort Hotel,330,2017,6,23,8,2,5,2,HB,GBR,Offline TA/TO,A,Contract,84.7,1,2017-06-08
25497,Resort Hotel,330,2017,6,23,8,2,5,2,HB,GBR,Offline TA/TO,A,Contract,84.7,1,2017-06-08
25498,Resort Hotel,285,2017,6,23,5,3,7,2,HB,GBR,Offline TA/TO,D,Contract,100.4,0,2017-06-05
25499,Resort Hotel,232,2017,6,23,8,2,5,2,HB,FRA,Online TA,E,Transient,156.8,1,2017-06-08
25500,Resort Hotel,128,2017,6,24,13,0,2,2,HB,ESP,Online TA,D,Transient,171.0,0,2017-06-13
25501,Resort Hotel,18,2017,6,23,10,2,3,2,HB,PRT,Direct,G,Transient,263.0,1,2017-06-10
25502,Resort Hotel,148,2017,6,24,13,0,2,2,BB,FRA,Online TA,E,Transient,154.0,1,2017-06-13
25503,Resort Hotel,0,2017,6,24,14,0,1,2,BB,CHN,Online TA,D,Transient,155.0,0,2017-06-14
25504,Resort Hotel,97,2017,6,23,8,2,5,2,BB,GBR,Online TA,F,Transient,123.6,1,2017-06-08
25505,Resort Hotel,131,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,58.7,0,2017-06-11
25506,Resort Hotel,131,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,58.7,0,2017-06-11
25507,Resort Hotel,131,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,58.7,0,2017-06-11
25508,Resort Hotel,146,2017,6,23,10,2,3,1,BB,IRL,Online TA,A,Transient,111.6,2,2017-06-10
25509,Resort Hotel,147,2017,6,23,10,2,3,2,BB,IRL,Online TA,G,Transient,180.0,2,2017-06-10
25510,Resort Hotel,146,2017,6,23,10,2,3,2,BB,IRL,Online TA,D,Transient,125.0,3,2017-06-10
25511,Resort Hotel,103,2017,6,24,11,2,2,2,BB,CHE,Online TA,E,Transient,164.0,1,2017-06-11
25512,Resort Hotel,114,2017,6,23,8,2,5,2,BB,GBR,Online TA,E,Transient,111.73,1,2017-06-08
25513,Resort Hotel,128,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,57.7,0,2017-06-11
25514,Resort Hotel,128,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,65.0,0,2017-06-11
25515,Resort Hotel,143,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,58.7,0,2017-06-11
25516,Resort Hotel,94,2017,6,23,5,3,7,2,HB,CN,Online TA,F,Transient,153.6,1,2017-06-05
25517,Resort Hotel,135,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,58.7,0,2017-06-11
25518,Resort Hotel,0,2017,6,24,12,1,2,2,BB,DEU,Online TA,A,Transient,154.0,1,2017-06-12
25519,Resort Hotel,210,2017,6,24,12,1,2,2,HB,POL,Offline TA/TO,A,Contract,83.9,3,2017-06-12
25520,Resort Hotel,146,2017,6,23,10,2,3,2,BB,PRT,Online TA,A,Transient,110.0,1,2017-06-10
25521,Resort Hotel,201,2017,6,24,11,2,2,2,BB,CN,Offline TA/TO,A,Transient,64.5,0,2017-06-11
25522,Resort Hotel,13,2017,6,24,13,0,2,1,BB,ESP,Online TA,A,Transient,132.0,0,2017-06-13
25523,Resort Hotel,19,2017,6,24,11,2,2,2,BB,PRT,Online TA,C,Transient,194.0,2,2017-06-11
25524,Resort Hotel,11,2017,6,24,11,2,2,2,BB,PRT,Online TA,D,Transient,124.0,1,2017-06-11
25525,Resort Hotel,0,2017,6,24,14,0,1,1,BB,PRT,Direct,A,Transient,121.5,3,2017-06-14
25526,Resort Hotel,0,2017,6,24,14,0,1,2,BB,PRT,Direct,E,Transient,148.5,3,2017-06-14
25527,Resort Hotel,0,2017,6,24,14,0,1,1,BB,PRT,Direct,A,Transient,127.0,0,2017-06-14
25528,Resort Hotel,27,2017,6,24,14,0,2,2,BB,ITA,Online TA,A,Transient,106.4,2,2017-06-14
25529,Resort Hotel,164,2017,6,24,11,2,3,2,HB,GBR,Offline TA/TO,A,Transient,87.4,0,2017-06-11
25530,Resort Hotel,202,2017,6,23,7,2,7,2,BB,IRL,Online TA,D,Transient,92.0,0,2017-06-07
25531,Resort Hotel,138,2017,6,24,11,2,3,2,HB,PRT,Offline TA/TO,A,Transient,98.6,1,2017-06-11
25532,Resort Hotel,27,2017,6,24,14,0,2,2,BB,ITA,Online TA,A,Transient,126.0,1,2017-06-14
25533,Resort Hotel,287,2017,6,24,14,0,2,2,BB,CZE,Online TA,E,Transient,121.1,2,2017-06-14
25534,Resort Hotel,287,2017,6,24,14,0,2,2,BB,CZE,Online TA,E,Transient,107.1,2,2017-06-14
25535,Resort Hotel,190,2017,6,24,15,0,1,2,BB,DEU,Offline TA/TO,D,Transient,80.0,0,2017-06-15
25536,Resort Hotel,6,2017,6,24,14,0,2,2,BB,PRT,Direct,E,Transient,179.0,0,2017-06-14
25537,Resort Hotel,85,2017,6,23,9,2,5,2,BB,GBR,Offline TA/TO,A,Contract,56.7,0,2017-06-09
25538,Resort Hotel,169,2017,6,24,15,0,1,2,BB,DEU,Offline TA/TO,D,Transient,80.0,0,2017-06-15
25539,Resort Hotel,140,2017,6,23,10,2,4,3,HB,PRT,Direct,A,Transient,207.0,1,2017-06-10
25540,Resort Hotel,85,2017,6,23,9,2,5,2,BB,GBR,Offline TA/TO,A,Contract,56.7,0,2017-06-09
25541,Resort Hotel,80,2017,6,23,10,2,4,1,HB,PRT,Direct,C,Transient-Party,171.0,0,2017-06-10
25542,Resort Hotel,139,2017,6,23,10,2,4,2,HB,PRT,Online TA,E,Transient-Party,173.67,2,2017-06-10
25543,Resort Hotel,2,2017,6,24,14,0,2,2,BB,PRT,Direct,A,Transient,135.0,1,2017-06-14
25544,Resort Hotel,140,2017,6,24,12,1,3,2,BB,CHN,Online TA,D,Transient-Party,164.0,1,2017-06-12
25545,Resort Hotel,140,2017,6,24,12,1,3,1,BB,CHN,Online TA,A,Transient-Party,101.0,1,2017-06-12
25546,Resort Hotel,244,2017,6,23,9,2,5,3,BB,GBR,Offline TA/TO,A,Contract,78.55,0,2017-06-09
25547,Resort Hotel,204,2017,6,24,13,0,3,2,HB,DEU,Online TA,D,Transient,167.0,2,2017-06-13
25548,Resort Hotel,4,2017,6,23,9,2,5,2,BB,GBR,Offline TA/TO,D,Contract,78.0,0,2017-06-09
25549,Resort Hotel,132,2017,6,22,2,4,10,2,HB,LUX,Online TA,E,Transient,172.0,1,2017-06-02
25550,Resort Hotel,253,2017,6,23,9,2,5,2,BB,IRL,Online TA,A,Transient,81.81,2,2017-06-09
25551,Resort Hotel,106,2017,6,24,12,1,3,2,BB,CN,Online TA,E,Transient,166.0,1,2017-06-12
25552,Resort Hotel,71,2017,6,24,13,0,4,2,BB,IRL,Online TA,E,Transient,170.0,1,2017-06-13
25553,Resort Hotel,36,2017,6,24,12,1,4,2,BB,FRA,Online TA,E,Transient,170.0,1,2017-06-12
25554,Resort Hotel,268,2017,6,23,10,2,5,2,BB,GBR,Offline TA/TO,D,Transient,70.4,0,2017-06-10
25555,Resort Hotel,159,2017,6,23,10,2,5,2,BB,NOR,Online TA,A,Transient,80.47,1,2017-06-10
25556,Resort Hotel,61,2017,6,24,13,0,4,2,HB,CN,Online TA,A,Transient,145.6,1,2017-06-13
25557,Resort Hotel,82,2017,6,24,11,2,4,2,BB,IRL,Online TA,C,Transient,160.0,1,2017-06-11
25558,Resort Hotel,320,2017,6,22,3,4,10,2,BB,GBR,Offline TA/TO,D,Contract,68.4,0,2017-06-03
25559,Resort Hotel,130,2017,6,23,9,2,6,2,BB,GBR,Online TA,F,Transient,111.73,1,2017-06-09
25560,Resort Hotel,312,2017,6,22,3,4,10,2,BB,GBR,Offline TA/TO,D,Contract,68.4,0,2017-06-03
25561,Resort Hotel,0,2017,6,24,16,0,1,2,BB,PRT,Direct,A,Transient,135.0,0,2017-06-16
25562,Resort Hotel,10,2017,6,24,13,0,4,3,BB,FRA,Online TA,H,Transient,230.0,0,2017-06-13
25563,Resort Hotel,3,2017,6,24,17,0,1,2,BB,FRA,Direct,H,Transient,225.0,0,2017-06-17
25564,Resort Hotel,114,2017,6,24,11,2,4,2,BB,CN,Online TA,C,Transient-Party,128.07,3,2017-06-11
25565,Resort Hotel,114,2017,6,24,11,2,4,2,BB,CN,Online TA,C,Transient,140.4,3,2017-06-11
25566,Resort Hotel,114,2017,6,24,11,2,4,2,BB,CN,Online TA,C,Transient-Party,140.4,3,2017-06-11
25567,Resort Hotel,233,2017,6,24,15,0,2,2,BB,CN,Online TA,A,Transient,99.0,2,2017-06-15
25568,Resort Hotel,182,2017,6,24,13,0,4,2,BB,CN,Offline TA/TO,A,Transient,58.2,0,2017-06-13
25569,Resort Hotel,242,2017,6,22,3,4,10,2,BB,GBR,Offline TA/TO,D,Transient,68.4,0,2017-06-03
25570,Resort Hotel,288,2017,6,22,3,4,10,2,BB,GBR,Offline TA/TO,D,Transient,68.4,0,2017-06-03
25571,Resort Hotel,40,2017,6,24,12,1,4,2,BB,PRT,Online TA,A,Transient,140.0,1,2017-06-12
25572,Resort Hotel,125,2017,6,23,10,2,5,2,HB,FRA,Online TA,E,Transient,172.0,1,2017-06-10
25573,Resort Hotel,17,2017,6,24,15,0,2,2,BB,USA,Online TA,G,Transient,234.0,2,2017-06-15
25574,Resort Hotel,146,2017,6,24,15,0,2,2,BB,USA,Online TA,E,Transient-Party,154.0,1,2017-06-15
25575,Resort Hotel,146,2017,6,24,15,0,2,2,BB,USA,Online TA,E,Transient-Party,142.0,1,2017-06-15
25576,Resort Hotel,146,2017,6,24,15,0,2,2,BB,USA,Online TA,E,Transient-Party,140.0,1,2017-06-15
25577,Resort Hotel,1,2017,6,24,16,0,1,1,BB,DNK,Online TA,A,Transient,107.6,1,2017-06-16
25578,Resort Hotel,150,2017,6,22,3,4,10,2,BB,GBR,Offline TA/TO,A,Contract,58.7,1,2017-06-03
25579,Resort Hotel,13,2017,6,24,11,2,5,2,BB,FRA,Online TA,A,Transient,108.57,1,2017-06-11
25580,Resort Hotel,241,2017,6,24,11,2,5,2,BB,GBR,Offline TA/TO,A,Transient,59.4,0,2017-06-11
25581,Resort Hotel,347,2017,6,23,4,4,10,2,HB,GBR,Offline TA/TO,A,Contract,86.7,0,2017-06-04
25582,Resort Hotel,254,2017,6,23,4,4,10,2,BB,GBR,Offline TA/TO,A,Contract,58.7,0,2017-06-04
25583,Resort Hotel,221,2017,6,24,11,2,5,2,BB,GBR,Offline TA/TO,A,Contract,56.7,0,2017-06-11
25584,Resort Hotel,267,2017,6,23,6,2,10,2,HB,GBR,Offline TA/TO,E,Transient,121.0,3,2017-06-06
25585,Resort Hotel,220,2017,6,24,11,2,5,2,BB,GBR,Offline TA/TO,A,Contract,56.7,1,2017-06-11
25586,Resort Hotel,220,2017,6,24,11,2,5,2,BB,GBR,Offline TA/TO,A,Contract,56.7,0,2017-06-11
25587,Resort Hotel,236,2017,6,24,11,2,5,1,BB,GBR,Offline TA/TO,A,Transient,54.0,1,2017-06-11
25588,Resort Hotel,236,2017,6,24,11,2,5,1,BB,GBR,Offline TA/TO,A,Transient,54.0,1,2017-06-11
25589,Resort Hotel,11,2017,6,24,16,0,2,2,BB,PRT,Direct,A,Transient,149.0,1,2017-06-16
25590,Resort Hotel,25,2017,6,24,15,0,3,2,BB,PRT,Direct,F,Transient,205.67,0,2017-06-15
25591,Resort Hotel,257,2017,6,24,11,2,5,2,BB,GBR,Offline TA/TO,E,Transient,83.7,0,2017-06-11
25592,Resort Hotel,119,2017,6,23,8,2,8,2,HB,BEL,Offline TA/TO,D,Transient,97.4,0,2017-06-08
25593,Resort Hotel,162,2017,6,24,12,1,5,2,HB,PRT,Online TA,D,Transient,155.0,2,2017-06-12
25594,Resort Hotel,12,2017,6,24,16,0,2,2,BB,PRT,Online TA,D,Transient,169.0,1,2017-06-16
25595,Resort Hotel,2,2017,6,25,18,1,0,2,BB,PRT,Direct,D,Transient,155.0,1,2017-06-18
25596,Resort Hotel,119,2017,6,23,8,2,8,2,HB,BEL,Offline TA/TO,D,Transient,97.4,0,2017-06-08
25597,Resort Hotel,1,2017,6,24,16,0,2,2,BB,PRT,Online TA,A,Transient,154.0,0,2017-06-16
25598,Resort Hotel,95,2017,6,24,15,0,3,2,HB,PRT,Online TA,A,Transient,166.0,1,2017-06-15
25599,Resort Hotel,236,2017,6,24,11,2,5,2,BB,GBR,Offline TA/TO,A,Transient,59.4,1,2017-06-11
25600,Resort Hotel,14,2017,6,24,16,0,2,2,HB,PRT,Online TA,A,Transient,172.0,1,2017-06-16
25601,Resort Hotel,102,2017,6,24,14,0,4,2,BB,PRT,Online TA,A,Transient,134.0,1,2017-06-14
25602,Resort Hotel,273,2017,8,34,23,0,4,2,BB,PRT,Direct,A,Transient,152.38,1,2017-08-23
25603,Resort Hotel,1,2017,6,24,15,0,3,3,BB,PRT,Direct,A,Transient,185.0,0,2017-06-15
25604,Resort Hotel,43,2017,6,24,11,2,5,2,BB,FRA,Online TA,A,Transient,140.0,1,2017-06-11
25605,Resort Hotel,0,2017,6,24,17,0,1,2,HB,ESP,Direct,D,Transient,196.0,1,2017-06-17
25606,Resort Hotel,236,2017,6,24,11,2,5,2,BB,GBR,Offline TA/TO,A,Transient,61.4,1,2017-06-11
25607,Resort Hotel,36,2017,6,24,17,0,1,2,BB,PRT,Direct,A,Transient,140.0,2,2017-06-17
25608,Resort Hotel,265,2017,6,24,15,0,3,2,BB,ESP,Online TA,A,Transient-Party,80.1,2,2017-06-15
25609,Resort Hotel,265,2017,6,24,15,0,3,2,BB,ESP,Online TA,A,Transient-Party,94.1,2,2017-06-15
25610,Resort Hotel,49,2017,6,24,12,1,5,2,HB,PRT,Direct,G,Transient,271.0,0,2017-06-12
25611,Resort Hotel,4,2017,6,24,16,0,2,2,BB,PRT,Online TA,A,Transient,140.0,1,2017-06-16
25612,Resort Hotel,0,2017,6,24,14,0,4,1,BB,GBR,Direct,A,Transient,140.0,0,2017-06-14
25613,Resort Hotel,0,2017,7,28,9,2,1,2,BB,GBR,Online TA,E,Transient,145.0,1,2017-07-09
25614,Resort Hotel,174,2017,6,24,14,0,4,2,BB,BRA,Online TA,A,Transient,124.0,0,2017-06-14
25615,Resort Hotel,5,2017,6,24,15,0,3,2,BB,PRT,Direct,C,Transient,166.25,0,2017-06-15
25616,Resort Hotel,1,2017,6,24,16,0,2,2,BB,ESP,Direct,A,Transient,145.0,1,2017-06-16
25617,Resort Hotel,124,2017,6,24,15,0,3,2,BB,PRT,Online TA,A,Transient,110.0,4,2017-06-15
25618,Resort Hotel,5,2017,6,24,17,0,1,2,BB,PRT,Direct,A,Transient,135.0,0,2017-06-17
25619,Resort Hotel,1,2017,6,24,15,0,3,2,BB,PRT,Direct,A,Transient,135.0,1,2017-06-15
25620,Resort Hotel,252,2017,6,24,12,2,5,2,HB,GBR,Offline TA/TO,D,Contract,98.4,0,2017-06-12
25621,Resort Hotel,348,2017,6,23,5,4,10,2,HB,GBR,Offline TA/TO,A,Contract,86.7,2,2017-06-05
25622,Resort Hotel,88,2017,6,24,16,1,2,2,BB,GBR,Offline TA/TO,A,Contract,56.7,0,2017-06-16
25623,Resort Hotel,259,2017,6,24,12,2,5,2,BB,IRL,Online TA,E,Transient,98.35,2,2017-06-12
25624,Resort Hotel,208,2017,6,24,12,2,5,2,FB,PRT,Direct,D,Transient,136.0,2,2017-06-12
25625,Resort Hotel,13,2017,6,24,14,1,4,2,BB,ESP,Online TA,A,Transient,154.0,1,2017-06-14
25626,Resort Hotel,208,2017,6,24,14,1,4,2,BB,CN,Online TA,D,Transient,90.0,0,2017-06-14
25627,Resort Hotel,23,2017,6,24,17,1,1,2,BB,ESP,Direct,A,Transient,145.0,2,2017-06-17
25628,Resort Hotel,0,2017,6,25,18,1,0,2,BB,FIN,Direct,A,Transient,115.0,0,2017-06-18
25629,Resort Hotel,0,2017,6,25,18,1,0,2,BB,PRT,Direct,A,Transient,129.0,0,2017-06-18
25630,Resort Hotel,7,2017,6,24,16,1,2,2,HB,PRT,Online TA,A,Transient,186.0,1,2017-06-16
25631,Resort Hotel,33,2017,6,24,16,1,2,2,BB,IRN,Online TA,A,Transient,154.0,1,2017-06-16
25632,Resort Hotel,28,2017,6,24,14,1,4,1,BB,BRA,Online TA,A,Transient,132.0,1,2017-06-14
25633,Resort Hotel,334,2017,6,24,12,2,5,2,BB,GBR,Offline TA/TO,D,Contract,70.4,2,2017-06-12
25634,Resort Hotel,2,2017,6,24,16,1,2,2,BB,PRT,Direct,A,Transient,135.0,0,2017-06-16
25635,Resort Hotel,25,2017,6,24,17,1,1,2,BB,ESP,Online TA,A,Transient,140.0,1,2017-06-17
25636,Resort Hotel,73,2017,6,24,15,1,3,2,BB,GBR,Online TA,E,Transient,170.0,1,2017-06-15
25637,Resort Hotel,101,2017,6,24,13,1,5,2,BB,PRT,Online TA,A,Transient,120.0,1,2017-06-13
25638,Resort Hotel,348,2017,6,23,5,4,10,2,HB,GBR,Offline TA/TO,A,Contract,86.13,2,2017-06-05
25639,Resort Hotel,7,2017,6,24,16,1,2,1,BB,PRT,Online TA,E,Transient,160.89,0,2017-06-16
25640,Resort Hotel,145,2017,6,25,18,1,0,2,BB,NZL,Offline TA/TO,E,Transient,83.7,0,2017-06-18
25641,Resort Hotel,145,2017,6,25,18,1,0,2,BB,NZL,Offline TA/TO,A,Transient,59.4,0,2017-06-18
25642,Resort Hotel,268,2017,6,23,10,4,6,1,BB,GBR,Offline TA/TO,A,Transient,51.5,0,2017-06-10
25643,Resort Hotel,140,2017,6,24,13,2,5,1,BB,IRL,Online TA,A,Transient,110.0,0,2017-06-13
25644,Resort Hotel,150,2017,6,24,13,2,5,2,HB,GBR,Online TA,E,Transient,126.2,0,2017-06-13
